ID,Country,First Name,Middle Name,Last Name,Second Last Name,Nickname,Name Order,DOB,Position
19197,England,Jason,,Puncheon,,,,1986-06-26,Midfielder
41792,Wales,Aaron,James,Ramsey,,,,1990-12-26,Midfielder
42996,Spain,Àngel,,Rangel,Zaragoza,,,1982-11-28,Right Full-back
93666,Côte d'Ivoire,Abdul,,Razak,,,,1992-11-11,Midfielder
82514,USA,Timothy,Michael,Ream,,,,1987-10-05,Central Defender
16734,Portugal,Paulo,Renato,Rebocho,Ferreira,Paulo Ferreira,,1979-01-18,Defender
3332,Republic of Ireland,Steven,,Reid,,,,1981-03-10,Right Full-back
8432,Spain,José,Manuel,Reina,Páez,Pepe Reina,,1982-08-31,Goalkeeper
14668,England,Nigel,,Reo-Coker,,,,1984-05-14,Midfielder
73459,Wales,Ashley,Darel Jazz,Richards,,Jazz Richards,,1991-04-12,Midfielder
20492,England,Micah,,Richards,,,,1988-06-24,Right Full-back
15073,England,Kieran,,Richardson,,,,1984-10-21,Left Winger
7712,Wales,Samuel,Derek,Ricketts,,,,1981-10-11,Defender
14278,England,Liam,,Ridgewell,,,,1984-07-21,Defender
4098,Norway,John Arne,,Riise,,,,1980-09-24,Left Full-back
105322,England,Joe,,Riley,,,,1991-10-13,Right Full-back
3118,Grenada,Jason,Andre Davis,Roberts,,,,1978-01-02,Striker
1801,England,Paul,William,Robinson,,,,1979-10-15,Goalkeeper
2004,England,Paul,Peter,Robinson,,,,1978-12-14,Left Full-back
86168,Spain,Rubén,,Rochina,Naixes,,,1991-03-23,Striker
37334,Colombia,Hugo,,Rodallega,Martínez,,,1985-07-25,Central Forward
13308,Argentina,Maximiliano,Rubén,Rodríguez,,Maxi Rodríguez,,1981-01-02,Midfielder
49384,England,Jack,,Rodwell,,,,1991-03-11,Midfielder
78056,Spain,Oriol,,Romeu,Vidal,,,1991-09-24,Midfielder
13017,England,Wayne,,Rooney,,,,1985-10-24,Central Forward
38290,England,Danny,,Rose,,,,1990-07-02,Midfielder
8597,Czech Republic,Tomáš,,Rosický,,,,1980-10-04,Midfielder
11829,England,Wayne,,Routledge,,,,1985-01-07,Right Winger
50264,England,Declan,,Rudd,,,,1991-01-16,Goalkeeper
19236,England,John,,Ruddy,,,,1986-10-24,Goalkeeper
37084,Costa Rica,Bryan,Jafet,Ruiz,González,,,1985-08-18,Central Forward
37748,France,Bacary,,Sagna,,,,1983-02-14,Right Full-back
4396,France,Louis,,Saha,,,,1978-08-08,Striker
4142,Spain,Miguel,Ángel,Salgado,Fernández,Míchel Salgado,,1975-10-22,Right Full-back
20359,Congo,Christopher,,Samba,,,,1984-03-28,Central Defender
55415,Republic of Ireland,Conor,,Sammon,,,,1986-11-06,Striker
75880,Spain,Daniel,,Sánchez,Ayala,Daniel Ayala,,1990-11-07,Central Defender
26725,Spain,José,Enrique,Sánchez,Díaz,José Enrique,,1986-01-23,Left Full-back
15395,Turkey,Tuncay,,Şanlı,,Tuncay,,1982-01-16,Striker
55604,Italy,Davide,,Santon,,,,1991-01-02,Left Full-back
53392,Brazil,Ramires,,Santos,do Nascimento,Ramires,,1987-03-24,Central Midfielder
65807,Montenegro,Stefan,,Savić,,,,1991-01-08,Central Defender
16210,Austria,Paul,,Scharner,,,,1980-03-11,Defender
363,England,Paul,,Scholes,,,,1974-11-16,Midfielder
1827,Australia,Mark,,Schwarzer,,,,1972-10-06,Goalkeeper
16854,Switzerland,Philippe,,Senderos,,,,1985-02-14,Central Defender
34392,Benin,Stéphane,,Sessègnon,,,,1984-06-01,Central Midfielder
37869,England,Ryan,,Shawcross,,,,1987-10-04,Central Defender
50232,England,Jonjo,,Shelvey,,,,1992-02-27,Midfielder
5750,England,Nicky,,Shorey,,,,1981-02-19,Left Full-back
45158,England,Ryan,,Shotton,,,,1988-09-30,Right Full-back
11735,England,Steve,,Sidwell,,,,1982-12-14,Central Midfielder
55422,Iceland,Gylfi,,Sigurðsson,,,,1989-09-08,Midfielder
40725,England,Danny,,Simpson,,,,1987-01-04,Right Full-back
19688,England,Scott,,Sinclair,,,,1989-03-25,Midfielder
26793,Slovakia,Martin,,Škrtel,,,,1984-12-15,Central Defender
89328,England,Jordan,,Slew,,,,1992-09-07,Striker
55909,England,Chris,,Smalling,,,,1989-11-22,Central Defender
54469,England,Adam,,Smith,,,,1991-04-29,Right Full-back
999,England,Alan,,Smith,,,,1980-10-28,Midfielder
2019,England,Tommy,,Smith,,,,1980-05-22,Right Winger
21091,Cameroon,Alexandre,,Song,,,,1987-09-09,Midfielder
66978,England,Marvin,,Sordell,,,,1991-02-17,Striker
1945,Denmark,Thomas,Løvendahl,Sørensen,,,,1976-06-12,Goalkeeper
55548,England,Jay,,Spearing,,,,1988-11-25,Midfielder
13439,France,Sébastien,,Squillaci,,,,1980-08-11,Central Defender
16234,Netherlands,Ronnie,,Stam,,,,1984-06-18,Right Full-back
18832,England,Richard,,Stearman,,,,1987-08-19,Defender
28183,Iceland,Grétar,,Steinsson,,,,1982-01-09,Right Full-back
103955,England,Raheem,,Sterling,,,,1994-12-08,Midfielder
15903,England,David,,Stockdale,,,,1985-09-20,Goalkeeper
58778,Argentina,Denis,Andrés,Stracqualursi,,,,1987-10-20,Striker
40755,England,Daniel,,Sturridge,,,,1989-09-01,Striker
39336,Uruguay,Luis,Alberto,Suárez,Díaz,,,1987-01-24,Striker
15237,England,Andrew,,Surman,,,,1986-08-20,Midfielder
59936,Poland,Wojciech,Tomasz,Szczęsny,,,,1990-04-18,Goalkeeper
39765,Morocco,Adel,,Taarabt,,,,1989-05-24,Midfielder
19740,Nigeria,Taye,,Taïwo,,,,1985-04-16,Left Full-back
27348,Romania,Gabriel,,Tamaș,,,,1983-11-09,Central Defender
11883,England,Alan,,Tate,,,,1982-09-02,Defender
47390,Wales,Neil,John,Taylor,,,,1989-02-07,Left Full-back
14775,England,Ryan,,Taylor,,,,1984-08-19,Midfielder
17974,England,Steven,,Taylor,,,,1986-01-23,Defender
57069,Cameroon,Somen,,Tchoyi,,,,1983-03-29,Midfielder
1718,England,John,,Terry,,,,1980-12-07,Central Defender
12765,England,Jerome,,Thomas,,,,1983-03-23,Left Winger
79843,England,George,,Thorne,,,,1993-01-04,Midfielder
19124,England,Marc,,Tierney,,,,1985-08-23,Left Full-back
28301,Côte d'Ivoire,Cheick,Ismaël,Tioté,,,,1986-06-21,Central Midfielder
14402,Spain,Fernando,José,Torres,Sanz,,,1984-03-20,Striker
14664,Côte d'Ivoire,Gnégnéri,Yaya,Touré,,Yaya Touré,,1983-05-13,Midfielder
12450,Côte d'Ivoire,Kolo,Abib,Touré,,,,1981-03-19,Central Defender
20488,Senegal,Armand,,Traoré,,,,1989-10-08,Left Full-back
5288,Germany,Gerhard,,Tremmel,,,,1978-11-16,Goalkeeper
19921,Portugal,Raul,José,Trindade,Meireles,Raul Meireles,,1983-03-17,Central Midfielder
107853,Italy,Marcello,,Trotta,,,,1992-09-29,Striker
17694,England,Ross,,Turnbull,,,,1985-01-04,Goalkeeper
15864,England,Michael,,Turner,,,,1983-11-09,Defender
15498,Côte d'Ivoire,Lohoré,Steve,Ulrich,Gohouri,Steve Gohouri,,1981-02-08,Defender
1640,England,Matthew,,Upson,,,,1979-04-18,Central Defender
20695,Ecuador,Luis,Antonio,Valencia,Mosquera,Antonio Valencia,,1985-08-04,Right Winger
74230,Netherlands,Patrick,,van Aanholt,,,,1990-08-29,Left Full-back
4611,Netherlands,Rafael,,van der Vaart,,,,1983-02-11,Midfielder
12297,Netherlands,Robin,,van Persie,,,,1983-08-06,Striker
7631,Wales,David,Owen,Vaughan,,,,1983-02-18,Central Midfielder
19916,England,James,,Vaughan,,,,1988-07-14,Striker
98464,England,Joshua,,Vela,,,,1993-12-14,Midfielder
60865,Greece,Apostolos,,Vellios,,,,1992-01-08,Striker
15943,Belgium,Thomas,,Vermaelen,,,,1985-11-14,Defender
14965,Serbia,Nemanja,,Vidić,,,,1981-10-21,Central Defender
40399,Wales,Samuel,Michael,Vokes,,,,1989-10-21,Striker
39215,Netherlands,Michel,,Vorm,,,,1983-10-20,Goalkeeper
59304,Slovenia,Haris,,Vučkić,,,,1992-08-21,Midfielder
19602,Montenegro,Simon,,Vukčević,,,,1986-01-29,Midfielder
20467,England,Theo,,Walcott,,,,1989-03-16,Striker
58621,England,Kyle,,Walker,,,,1990-05-28,Right Full-back
12813,Republic of Ireland,Jonathan,,Walters,,,,1983-09-20,Striker
11078,England,Elliott,,Ward,,,,1985-01-19,Defender
40616,Republic of Ireland,Stephen,,Ward,,,,1985-08-20,Left Full-back
13310,England,Stephen,,Warnock,,,,1981-12-12,Left Full-back
16045,England,Ben,,Watson,,,,1985-07-09,Midfielder
80979,Austria,Andreas,,Weimann,,,,1991-08-05,Striker
50175,England,Danny,,Welbeck,,,,1990-11-26,Central Forward
20531,Republic of Ireland,Keiren,,Westwood,,,,1984-10-23,Goalkeeper
19958,England,David,,Wheater,,,,1987-02-14,Central Defender
12150,Republic of Ireland,Glenn,,Whelan,,,,1984-01-13,Central Midfielder
18144,USA,Zak,Benjamin,Whitbread,,,,1984-03-04,Central Defender
5589,England,Dean,,Whitehead,,,,1982-01-12,Central Midfielder
59125,England,Connor,,Wickham,,,,1993-03-31,Striker
1409,England,Aaron,,Wilbraham,,,,1979-10-21,Striker
19714,England,Andy,,Wilkinson,,,,1984-08-06,Right Full-back
19159,Wales,Ashley,Errol,Williams,,,,1984-08-23,Defender
11378,England,Michael,,Williamson,,,,1983-11-08,Defender
32318,Republic of Ireland,Marc,,Wilson,,,,1987-08-17,Defender
973,England,Jonathan,,Woodgate,,,,1980-01-22,Defender
1212,England,Shaun,,Wright-Phillips,,,,1981-10-25,Right Winger
43274,Côte d'Ivoire,Gervais,,Yao Kouassi,,Gervinho,,1987-05-27,Left Forward
86364,England,Nicholas,,Yennaris,,,,1993-05-24,Midfielder
18892,England,Ashley,,Young,,,,1985-07-09,Midfielder
1930,England,Luke,,Young,,,,1979-07-19,Defender
20658,Argentina,Pablo,Javier,Zabaleta,Girod,,,1985-01-16,Right Full-back
4570,England,Bobby,,Zamora,,,,1981-01-16,Striker
37847,France,Ronald,,Zubar,,,,1985-09-20,Defender
